V,date,cluster,sentiment_score,positive_score,negative_score,neutral_score,num_samples
,2021/3/5,1,0.36663157894736836,0.2094210526315789,0.044657894736842105,0.7459210526315789,38
,2021/3/6,1,0.5074388888888891,0.26422222222222225,0.041018518518518524,0.6947407407407409,54
,2021/3/7,1,0.49245223880597017,0.25443283582089554,0.03526865671641791,0.7102985074626866,67
,2021/3/8,1,0.3658384615384615,0.23284615384615387,0.0738076923076923,0.6934615384615384,26
,2021/3/9,1,0.3870833333333333,0.20646666666666663,0.04603333333333333,0.7475333333333333,30
,2021/3/10,1,0.4580375,0.2398125,0.044562500000000005,0.7156875,16
,2021/3/11,1,0.3820870967741936,0.21932258064516127,0.057838709677419345,0.7228709677419357,31
,2021/3/12,1,0.1422117647058824,0.10752941176470589,0.04276470588235294,0.8496470588235296,17
,2021/3/13,1,0.30312,0.16660000000000003,0.040049999999999995,0.79335,20
,2021/3/14,1,0.5003,0.2539393939393939,0.038575757575757576,0.7074848484848485,33
,2021/3/15,1,0.40920769230769233,0.22986538461538464,0.044557692307692305,0.7255576923076922,52
,2021/3/16,1,0.4183545454545454,0.2405454545454545,0.04818181818181818,0.7112727272727274,11
,2021/3/17,1,0.48273076923076924,0.2617307692307692,0.045538461538461535,0.6928076923076922,26
,2021/3/18,1,0.3925500000000002,0.23264285714285715,0.05285714285714286,0.7145000000000001,14
,2021/3/19,1,0.44185277777777776,0.21833333333333332,0.02763888888888889,0.7540833333333333,36
,2021/3/20,1,0.516752777777778,0.2719722222222222,0.028250000000000004,0.6998611111111112,36
,2021/3/21,1,0.43782857142857134,0.2366883116883117,0.04845454545454546,0.7148961038961039,77
,2021/3/22,1,0.43242499999999995,0.26606250000000004,0.09518750000000001,0.6388750000000001,16
,2021/3/23,1,0.38442666666666664,0.21135555555555557,0.058977777777777796,0.7296888888888888,45
,2021/3/24,1,0.3864,0.23030555555555557,0.057722222222222216,0.712,36
,2021/3/25,1,0.31943529411764704,0.20361764705882351,0.06755882352941177,0.7288235294117646,34
,2021/3/26,1,0.4231093023255813,0.22762790697674423,0.03669767441860465,0.7357209302325581,43
,2021/3/27,1,0.4210157894736842,0.23268421052631574,0.046245614035087715,0.7211228070175438,57
,2021/3/28,1,0.3789148148148149,0.23603703703703705,0.054370370370370374,0.7096296296296295,27
,2021/3/29,1,0.4561703703703704,0.2494074074074074,0.029185185185185186,0.7214074074074074,27
,2021/3/30,1,0.3090404761904762,0.18523809523809523,0.05926190476190476,0.755547619047619,42
,2021/3/31,1,0.3785645161290322,0.19841935483870968,0.03648387096774194,0.7650645161290324,31
,2021/4/1,1,0.4534361111111111,0.23244444444444445,0.02822222222222222,0.7393611111111111,36
,2021/4/2,1,0.47728571428571437,0.23957142857142857,0.029653061224489793,0.7308367346938777,49
,2021/4/3,1,0.49057719298245617,0.2442456140350877,0.024894736842105265,0.7308771929824561,57
,2021/4/4,1,0.4710645569620254,0.23810126582278474,0.03883544303797469,0.7231265822784809,79
,2021/4/5,1,0.44602391304347816,0.23482608695652177,0.030130434782608694,0.7350000000000002,46
,2021/4/6,1,0.4914911111111111,0.24706666666666668,0.031088888888888888,0.7218444444444444,45
,2021/4/7,1,0.35331923076923066,0.1955,0.04296153846153846,0.7616538461538462,26
,2021/4/8,1,0.44598461538461537,0.23303846153846156,0.03415384615384615,0.7327692307692308,26
,2021/4/9,1,0.36085625,0.20274999999999999,0.046125,0.7511874999999999,32
,2021/4/11,1,0.43363263157894744,0.2295473684210526,0.042336842105263166,0.7281578947368422,95
,2021/4/12,1,0.4948545454545455,0.25840909090909087,0.05740909090909092,0.6841818181818181,22
,2021/4/13,1,0.477092,0.24404,0.054079999999999996,0.7018800000000002,25
,2021/4/14,1,0.46388378378378387,0.2324054054054054,0.02913513513513514,0.7384864864864866,37
,2021/4/15,1,0.39955151515151516,0.2054848484848485,0.03357575757575757,0.760909090909091,33
,2021/4/16,1,0.43649444444444446,0.2535555555555556,0.051666666666666666,0.6947777777777778,18
,2021/4/17,1,0.5171805555555555,0.2589722222222222,0.035388888888888886,0.7057500000000001,36
,2021/4/18,1,0.5331388888888889,0.24708333333333332,0.02272222222222222,0.7302777777777778,36
,2021/4/19,1,0.49597428571428576,0.2623714285714286,0.037542857142857135,0.7000857142857142,35
,2021/4/20,1,0.34168888888888893,0.20244444444444445,0.05216666666666667,0.7453333333333333,18
,2021/4/21,1,0.4015023255813953,0.20644186046511628,0.04093023255813954,0.7526279069767442,43
,2021/4/22,1,0.37647058823529417,0.19900000000000004,0.03476470588235294,0.7663529411764705,17
,2021/4/24,1,0.49646363636363644,0.2515151515151515,0.033545454545454545,0.7149393939393941,33
,2021/4/25,1,0.3906822784810127,0.21810126582278477,0.047329113924050634,0.7345822784810125,79
,2021/4/26,1,0.5391133333333333,0.2882,0.026466666666666673,0.6854,30
,2021/4/27,1,0.5575857142857142,0.26385714285714285,0.009571428571428574,0.7265714285714286,7
,2021/4/28,1,0.4098782608695652,0.23076086956521735,0.053152173913043485,0.7161086956521739,46
,2021/4/29,1,0.32074545454545456,0.19463636363636364,0.05127272727272727,0.7541818181818183,11
,2021/4/30,1,0.491315,0.22865000000000002,0.01725,0.7541500000000001,20
,2021/5/1,1,0.4984390243902439,0.24553658536585365,0.04051219512195122,0.7140000000000002,41
,2021/5/2,1,0.42401333333333335,0.21919999999999998,0.049377777777777784,0.7314444444444446,45
,2021/5/3,1,0.39968800000000004,0.21200000000000002,0.020360000000000003,0.76768,25
,2021/5/4,1,0.27666857142857143,0.1714,0.06862857142857143,0.76,35
,2021/5/5,1,0.346571875,0.23915625000000001,0.08171874999999999,0.6791562499999999,32
,2021/5/6,1,0.4603526315789474,0.2305263157894737,0.028894736842105265,0.7406315789473684,19
,2021/5/7,1,0.33559999999999995,0.20194594594594592,0.050918918918918914,0.7472162162162163,37
,2021/5/8,1,0.4192458333333334,0.21558333333333335,0.030333333333333334,0.7541666666666668,24
,2021/5/9,1,0.43174558823529413,0.23686764705882352,0.05832352941176471,0.7048676470588237,68
,2021/5/10,1,0.5093228571428572,0.25528571428571434,0.03634285714285714,0.708457142857143,35
,2021/5/11,1,0.41922413793103447,0.21713793103448278,0.04079310344827585,0.742103448275862,29
,2021/5/12,1,0.41310285714285716,0.20245714285714286,0.03665714285714285,0.7609428571428571,35
,2021/5/13,1,0.4296923076923077,0.23026923076923075,0.04265384615384615,0.7272307692307692,26
,2021/5/14,1,0.3437583333333333,0.1841388888888889,0.03988888888888889,0.7760277777777778,36
,2021/5/15,1,0.5203627450980393,0.26633333333333337,0.03803921568627451,0.6956274509803922,51
,2021/5/16,1,0.4651892857142857,0.24903571428571428,0.03628571428571429,0.7147857142857142,28
,2021/5/17,1,0.4329447368421052,0.22505263157894737,0.029026315789473685,0.7459210526315789,38
,2021/5/18,1,0.35900526315789466,0.1876315789473684,0.03839473684210526,0.7740263157894738,38
,2021/5/19,1,0.4650846153846153,0.23246153846153844,0.021307692307692305,0.7462307692307691,13
,2021/5/20,1,0.44122954545454546,0.2309772727272727,0.029909090909090906,0.7390681818181818,44
,2021/5/21,1,0.47838823529411767,0.24797058823529408,0.0325,0.7195294117647058,34
,2021/5/22,1,0.4609918918918919,0.2416216216216216,0.043270270270270264,0.7151351351351352,37
,2021/5/23,1,0.41208749999999994,0.1971875,0.042187499999999996,0.7606875,16
,2021/5/24,1,0.43256750000000005,0.238475,0.05345000000000001,0.7081,40
,2021/5/25,1,0.4323787878787878,0.2193030303030303,0.02724242424242424,0.7534545454545454,33
,2021/5/26,1,0.4820314285714286,0.23514285714285715,0.027428571428571427,0.7375142857142857,35
,2021/5/28,1,0.4463967213114754,0.229655737704918,0.03742622950819672,0.732950819672131,61
,2021/5/29,1,0.47194444444444444,0.2390793650793651,0.028857142857142856,0.7320634920634921,63
,2021/5/30,1,0.5095244444444446,0.25891111111111115,0.035555555555555556,0.7055111111111111,45
,2021/5/31,1,0.451905,0.23125000000000004,0.04105,0.7277500000000001,20
,2021/6/1,1,0.4072179487179487,0.22635897435897442,0.04374358974358975,0.729820512820513,39
,2021/6/2,1,0.6062749999999999,0.32675,0.04975,0.6234999999999999,4
,2021/6/3,1,0.3168999999999999,0.20988888888888887,0.06133333333333334,0.7287777777777777,9
,2021/6/4,1,0.38488913043478273,0.22615217391304349,0.05847826086956522,0.7154130434782608,46
,2021/6/5,1,0.430921875,0.2404375,0.0484375,0.7112499999999999,32
,2021/6/6,1,0.5379415584415584,0.27642857142857136,0.04131168831168831,0.6822987012987013,77
,2021/6/7,1,0.47107333333333334,0.2456666666666667,0.03786666666666667,0.7166000000000001,15
,2021/6/8,1,0.42306153846153843,0.24569230769230765,0.08299999999999999,0.6713076923076922,13
,2021/6/9,1,0.35674,0.2035111111111111,0.0584,0.7381111111111112,45
,2021/6/10,1,0.4160185185185185,0.21774074074074068,0.037592592592592594,0.7446296296296296,27
,2021/6/12,1,0.5332874999999999,0.28981250000000003,0.0385625,0.6716875,16
,2021/6/13,1,0.43297543859649124,0.24301754385964913,0.051350877192982466,0.7056491228070175,57
,2021/6/14,1,0.4122766666666667,0.2189666666666667,0.026933333333333333,0.7541333333333333,30
,2021/6/15,1,0.4957999999999999,0.2599655172413793,0.02434482758620689,0.7156551724137931,29
,2021/6/16,1,0.36369999999999997,0.2077391304347826,0.04104347826086956,0.7512173913043477,23
,2021/6/17,1,0.423915625,0.21571875000000001,0.040531250000000005,0.74371875,32
,2021/6/18,1,0.3826085714285714,0.21174285714285715,0.04448571428571429,0.7438,35
,2021/6/19,1,0.33374651162790697,0.16886046511627906,0.024000000000000007,0.8071627906976744,43
,2021/6/20,1,0.5429646153846155,0.2752923076923077,0.02935384615384615,0.6953692307692307,65
,2021/6/21,1,0.4246044444444444,0.2192,0.019866666666666668,0.7609555555555556,45
,2021/6/22,1,0.410826530612245,0.2306326530612245,0.036367346938775504,0.733,49
,2021/6/23,1,0.535978125,0.2648125,0.019312499999999996,0.7159374999999999,32
,2021/6/24,1,0.38431538461538456,0.24030769230769228,0.05753846153846154,0.702076923076923,13
,2021/6/25,1,0.4598230769230769,0.24165384615384616,0.018,0.7403076923076923,26
,2021/6/26,1,0.4440695652173913,0.2416376811594203,0.029797101449275363,0.7285507246376811,69
,2021/6/27,1,0.4289322033898304,0.20811864406779665,0.02701694915254237,0.7648813559322033,59
,2021/6/28,1,0.30743529411764703,0.17860784313725492,0.04884313725490196,0.7725882352941175,51
,2021/6/29,1,0.49288846153846155,0.26711538461538464,0.042461538461538474,0.6904999999999999,26
,2021/6/30,1,0.399005,0.23425,0.050949999999999995,0.71475,20
,2021/7/1,1,0.45649333333333336,0.2419333333333334,0.032511111111111116,0.7255777777777779,45
,2021/7/2,1,0.5328363636363637,0.27012121212121215,0.03066666666666667,0.6992424242424242,33
,2021/7/3,1,0.45125000000000004,0.23595833333333335,0.04065277777777778,0.723375,72
,2021/7/4,1,0.4743136363636363,0.23136363636363635,0.021454545454545452,0.7472272727272727,22
,2021/7/5,1,0.3761875,0.18981250000000002,0.020343749999999997,0.78990625,32
,2021/7/6,1,0.35955999999999994,0.17846666666666666,0.0344,0.7872,15
,2021/7/7,1,0.423396875,0.25525,0.07446875,0.67040625,32
,2021/7/8,1,0.41473157894736845,0.24015789473684213,0.05642105263157894,0.7034736842105263,19
,2021/7/9,1,0.40190638297872344,0.2172765957446809,0.031914893617021274,0.7508085106382978,47
,2021/7/11,1,0.49310000000000004,0.2716538461538462,0.05053846153846154,0.6778846153846154,26
,2021/7/12,1,0.44043773584905666,0.2459622641509434,0.03979245283018868,0.7143018867924529,53
,2021/7/13,1,0.3249952380952381,0.20528571428571432,0.062095238095238106,0.7326190476190476,21
,2021/7/14,1,0.527175,0.25425,0.009875,0.7358750000000001,8
,2021/7/16,1,0.393395238095238,0.22380952380952376,0.03428571428571429,0.741904761904762,21
,2021/7/17,1,0.4261631578947368,0.21518421052631578,0.034578947368421056,0.7502631578947367,38
,2021/7/18,1,0.4656,0.23900000000000002,0.033133333333333334,0.7279111111111111,45
,2021/7/19,1,0.41454705882352944,0.21441176470588236,0.033411764705882356,0.7521764705882352,17
,2021/7/20,1,0.40670571428571417,0.2381142857142857,0.05445714285714286,0.7073714285714284,35
,2021/7/21,1,0.4202358974358974,0.22366666666666668,0.038666666666666676,0.7376410256410256,39
,2021/7/23,1,0.4468512195121951,0.22552439024390242,0.022707317073170728,0.7518170731707317,82
,2021/7/24,1,0.521051282051282,0.25906410256410256,0.02948717948717949,0.711448717948718,78
,2021/7/25,1,0.4870347826086956,0.2547478260869565,0.0372695652173913,0.7080173913043476,115
,2021/7/26,1,0.4943722222222222,0.24875,0.037777777777777785,0.7134722222222222,72
,2021/7/27,1,0.48510869565217396,0.2396521739130435,0.02158695652173913,0.7387608695652172,46
,2021/7/28,1,0.5205833333333333,0.2595,0.032861111111111105,0.7076666666666668,36
,2021/7/29,1,0.5263553191489362,0.26082978723404254,0.03517021276595745,0.7040425531914893,47
,2021/7/30,1,0.5648178571428571,0.2862142857142857,0.026678571428571423,0.687125,56
,2021/7/31,1,0.5188364864864865,0.25502702702702706,0.028324324324324326,0.7166486486486485,74
,2021/8/1,1,0.46628125000000004,0.22845833333333335,0.025437500000000002,0.7461041666666668,48
,2021/8/2,1,0.45738192771084346,0.23519277108433737,0.024096385542168676,0.7407710843373493,83
,2021/8/3,1,0.4795460317460317,0.2317936507936508,0.024142857142857146,0.7440952380952379,63
,2021/8/4,1,0.3889,0.2202682926829268,0.06080487804878049,0.7189512195121952,41
,2021/8/5,1,0.47155000000000014,0.2185,0.04566666666666667,0.7358333333333333,6
,2021/8/6,1,0.44127450980392163,0.22194117647058823,0.024647058823529414,0.7534509803921567,51
,2021/8/7,1,0.5163544303797468,0.26032911392405056,0.03286075949367088,0.7068227848101266,79
,2021/8/8,1,0.47261866666666674,0.2435866666666667,0.03521333333333334,0.7212266666666667,75
,2021/8/9,1,0.24235833333333334,0.14891666666666664,0.046249999999999986,0.8048333333333333,12
,2021/8/10,1,0.38689999999999997,0.20828125,0.03653125,0.7551875,32
,2021/8/11,1,0.4755285714285714,0.2425714285714286,0.019857142857142858,0.7375714285714285,14
,2021/8/12,1,0.6645285714285715,0.33728571428571424,0.02614285714285714,0.6365714285714287,7
,2021/8/13,1,0.44141785714285714,0.21349999999999997,0.022571428571428572,0.7639285714285714,28
,2021/8/14,1,0.4445416666666666,0.24166666666666664,0.04965,0.7087333333333333,60
,2021/8/15,1,0.46583888888888886,0.27455555555555555,0.06861111111111112,0.6567222222222222,18
,2021/8/16,1,0.36255294117647063,0.19144117647058825,0.03670588235294117,0.7718529411764706,34
,2021/8/17,1,0.5478727272727273,0.2598181818181819,0.017818181818181816,0.7223636363636364,11
,2021/8/18,1,0.45209411764705876,0.23979411764705882,0.03705882352941177,0.7231764705882353,34
,2021/8/19,1,0.4820461538461538,0.29138461538461535,0.0633076923076923,0.6453076923076924,13
,2021/8/20,1,0.40067142857142857,0.2313809523809524,0.052571428571428575,0.7160952380952382,21
,2021/8/21,1,0.417044,0.23083999999999996,0.0488,0.7204,25
,2021/8/22,1,0.44599999999999995,0.24415384615384614,0.04423076923076923,0.7116538461538461,26
,2021/8/23,1,0.439375,0.232375,0.037075,0.730575,40
,2021/8/24,1,0.6650400000000001,0.31620000000000004,0.0488,0.635,5
,2021/8/25,1,0.33599999999999997,0.19084375,0.050124999999999996,0.75915625,32
,2021/8/26,1,0.4166727272727273,0.1737272727272727,0.006272727272727274,0.82,11
,2021/8/27,1,0.4364181818181818,0.23945454545454548,0.03586363636363637,0.7247727272727272,22
,2021/8/28,1,0.44403333333333334,0.2279166666666666,0.03958333333333334,0.7324722222222223,36
,2021/8/29,1,0.3911829787234043,0.20874468085106382,0.03963829787234042,0.7516382978723406,47
,2021/8/30,1,0.53229,0.27680000000000005,0.04530000000000001,0.6779000000000001,10
,2021/8/31,1,0.41642105263157897,0.23763157894736842,0.04689473684210526,0.7155263157894737,19
,2021/9/1,1,0.6101000000000001,0.3156,0.0532,0.6314,5
,2021/9/2,1,0.5159499999999999,0.26366666666666666,0.02775,0.7086666666666668,12
,2021/9/3,1,0.5416444444444443,0.26899999999999996,0.02222222222222222,0.7087222222222223,18
,2021/9/4,1,0.3857058823529411,0.20029411764705882,0.04094117647058824,0.7587647058823529,17
,2021/9/5,1,0.44720476190476194,0.22461904761904763,0.03666666666666667,0.7387142857142858,21
,2021/9/6,1,0.40337999999999996,0.2132,0.047599999999999996,0.7392000000000001,15
,2021/9/7,1,0.37370000000000003,0.22177777777777782,0.038000000000000006,0.7402222222222222,9
,2021/9/8,1,0.2675647058823529,0.17982352941176472,0.0781764705882353,0.7421176470588235,17
,2021/9/9,1,0.4233733333333334,0.23073333333333337,0.03326666666666667,0.7359999999999999,15
,2021/9/10,1,0.5011727272727272,0.2491363636363636,0.02440909090909091,0.7265000000000001,22
,2021/9/11,1,0.3605684210526316,0.20526315789473684,0.06736842105263156,0.7273684210526316,19
,2021/9/13,1,0.5778125,0.27899999999999997,0.022999999999999996,0.6979999999999998,8
,2021/9/14,1,0.6742000000000001,0.35314285714285715,0.03557142857142858,0.6112857142857144,7
,2021/9/15,1,0.5167666666666667,0.25616666666666665,0.034833333333333334,0.7090000000000001,12
,2021/9/16,1,0.53706,0.30200000000000005,0.0669,0.6312,10
,2021/9/19,1,0.465865,0.25375000000000003,0.06435,0.6819500000000002,20
,2021/9/20,1,0.6205999999999999,0.31787499999999996,0.045125,0.636875,8
,2021/9/21,1,0.4107428571428571,0.2257142857142857,0.018571428571428572,0.7557142857142857,7
,2021/9/22,1,0.324775,0.1675,0.052750000000000005,0.78,4
,2021/9/23,1,0.263375,0.1665,0.051250000000000004,0.7822500000000001,4
,2021/9/24,1,0.5397095238095238,0.2669047619047619,0.029095238095238094,0.7040476190476191,21
,2021/9/26,1,0.39424782608695647,0.2036086956521739,0.04899999999999999,0.7473913043478262,23
,2021/9/27,1,0.6063555555555555,0.3186111111111111,0.03744444444444445,0.6440555555555555,18
,2021/9/29,1,0.42677499999999996,0.20662499999999995,0.021374999999999995,0.7719999999999999,8
,2021/9/30,1,0.4310199999999999,0.22659999999999994,0.035699999999999996,0.7378,10
,2021/10/1,1,0.39451111111111115,0.19300000000000003,0.021222222222222226,0.7856666666666667,9
,2021/10/2,1,0.41188275862068957,0.20924137931034484,0.031103448275862075,0.7596551724137931,29
,2021/10/3,1,0.4377108695652174,0.22949999999999998,0.04682608695652174,0.7235869565217391,46
,2021/10/4,1,0.45706315789473684,0.22826315789473683,0.028894736842105265,0.7429473684210528,19
,2021/10/6,1,0.5080454545454546,0.2905454545454545,0.03527272727272727,0.6741818181818182,11
,2021/10/7,1,0.5594333333333333,0.309,0,0.6910000000000002,3
,2021/10/8,1,0.4620666666666667,0.23316666666666666,0.019166666666666665,0.7476666666666668,12
,2021/10/9,1,0.48512307692307693,0.242923076923077,0.03746153846153846,0.7196153846153848,13
,2021/10/11,1,0.3008444444444445,0.21666666666666667,0.07477777777777778,0.7085555555555556,9
,2021/10/12,1,0.44442857142857145,0.22942857142857145,0.014714285714285713,0.7558571428571429,7
,2021/10/13,1,0,0,0,0,0
,2021/10/14,1,0.4532411764705882,0.2242941176470588,0.024294117647058827,0.7514117647058824,17
,2021/10/15,1,0.47361666666666663,0.26233333333333336,0.04808333333333334,0.6895,12
,2021/10/16,1,0.4034,0.23921428571428577,0.07685714285714286,0.6840714285714286,14
,2021/10/17,1,0.3962,0.21983999999999998,0.0526,0.7277600000000001,25
,2021/10/18,1,0.3631666666666667,0.18225,0.013166666666666667,0.8045833333333333,12
,2021/10/19,1,0.5127666666666667,0.27133333333333337,0.020000000000000004,0.7086666666666666,3
,2021/10/20,1,0.03740000000000005,0.11720000000000004,0.10599999999999998,0.7768000000000002,5
,2021/10/21,1,0.47843750000000007,0.26087499999999997,0.05649999999999999,0.68275,8
,2021/10/24,1,0.5414961538461539,0.2790769230769231,0.03023076923076923,0.6906923076923076,26
,2021/10/25,1,0.23022499999999996,0.10449999999999998,0,0.8955,4
,2021/10/26,1,0.5095555555555555,0.24144444444444446,0.02688888888888889,0.7316666666666667,9
,2021/10/27,1,0.3377071428571429,0.18042857142857144,0.023071428571428576,0.7965714285714286,14
,2021/10/28,1,0.5432833333333335,0.2631666666666667,0.009,0.7276666666666667,6
,2021/10/29,1,0.366095,0.20335,0.0372,0.7594500000000001,20
,2021/10/30,1,0.46189791666666663,0.24597916666666667,0.050562499999999996,0.7034791666666667,48
,2021/10/31,1,0.483425,0.26087499999999997,0.06166666666666667,0.6774166666666667,24
,2021/11/1,1,0.5546588235294118,0.283,0.02235294117647059,0.6946470588235294,17
,2021/11/2,1,0.45712,0.242,0.034,0.7242,5
,2021/11/3,1,0.43523124999999996,0.2165625,0.03925,0.74425,16
,2021/11/4,1,0.3231428571428571,0.17385714285714285,0.04242857142857144,0.7837142857142857,7
,2021/11/5,1,0.49280714285714283,0.26071428571428573,0.020571428571428574,0.7187142857142856,14
,2021/11/6,1,0.43447499999999994,0.2347,0.0364,0.7289,40
,2021/11/8,1,0.37967058823529415,0.20176470588235296,0.04617647058823529,0.7521176470588236,17
,2021/11/9,1,0.32206666666666667,0.17893333333333333,0.04146666666666666,0.7795333333333333,15
,2021/11/10,1,0.32681,0.1831,0.0601,0.7569,10
,2021/11/11,1,0.42110555555555557,0.21105555555555552,0.02544444444444445,0.7635000000000001,18
,2021/11/12,1,0.66468,0.323,0,0.6769999999999999,5
,2021/11/13,1,0.33638095238095245,0.19595238095238096,0.03947619047619048,0.7645714285714286,21
,2021/11/14,1,0.42076037735849064,0.22575471698113211,0.03647169811320755,0.7378301886792454,53
,2021/11/15,1,0.5402277777777778,0.2582777777777777,0.026722222222222224,0.715,18
,2021/11/16,1,0.48194999999999993,0.22616666666666665,0.023499999999999993,0.7503333333333333,6
,2021/11/17,1,0.4824818181818182,0.2330909090909091,0.038454545454545457,0.7283636363636364,11
,2021/11/18,1,0.444492,0.22732,0.02844,0.74424,25
