date,cluster,sentiment_score,positive_score,negative_score,neutral_score,num_samples
2021-01-01,0,0.3584,0.18557142857142855,0.044571428571428574,0.7699047619047619,21
2021-01-01,1,0.4026867647058823,0.17620588235294118,0.03283823529411764,0.790985294117647,68
2021-01-02,0,0.19053181818181816,0.13215909090909092,0.05434090909090909,0.8134772727272728,44
2021-01-02,1,0.43662474226804127,0.20222680412371133,0.04970103092783505,0.7480412371134021,97
2021-01-03,0,0.08501363636363636,0.11788636363636364,0.07697727272727271,0.8052045454545455,44
2021-01-03,1,0.44306428571428574,0.20876785714285714,0.04313392857142857,0.7481160714285714,112
2021-01-04,0,0.4269714285714286,0.16,0.02078571428571429,0.8191428571428572,14
2021-01-04,1,0.4733363636363637,0.21830909090909095,0.04814545454545454,0.7335272727272729,55
2021-01-05,0,0.16907076923076925,0.11795384615384615,0.051892307692307696,0.8301538461538461,65
2021-01-05,1,0.39107941176470595,0.19156470588235291,0.046429411764705886,0.7619882352941177,170
2021-01-06,0,0.33256500000000006,0.15360000000000001,0.028099999999999997,0.8182499999999999,20
2021-01-06,1,0.4155000000000001,0.19354761904761902,0.046047619047619046,0.7604047619047619,42
2021-01-07,0,0.15992543859649122,0.14000877192982455,0.07879824561403509,0.7811842105263158,114
2021-01-07,1,0.4001932203389831,0.19055508474576274,0.05011016949152543,0.7593220338983052,236
2021-01-08,0,0.11251525423728813,0.11455932203389829,0.07210169491525423,0.8132881355932202,59
2021-01-08,1,0.3686936781609196,0.17243103448275862,0.041511494252873565,0.7860689655172413,174
2021-01-09,0,0.05902142857142856,0.12989285714285712,0.106,0.764142857142857,28
2021-01-09,1,0.40230250000000006,0.19385000000000002,0.0426,0.76345,40
2021-01-10,0,0.1811526315789474,0.1272105263157895,0.05500000000000001,0.8178421052631579,19
2021-01-10,1,0.5069098360655737,0.22831147540983607,0.05054098360655738,0.7210491803278689,61
2021-01-11,0,0.25991153846153847,0.1428076923076923,0.04965384615384616,0.8075384615384615,26
2021-01-11,1,0.44925054945054943,0.20275824175824173,0.0373846153846154,0.759813186813187,91
2021-01-12,0,0.196278125,0.1255,0.043750000000000004,0.83075,32
2021-01-12,1,0.281585,0.15811666666666663,0.05006666666666666,0.7917833333333332,60
2021-01-13,0,0.18577428571428567,0.11565714285714286,0.046414285714285713,0.8379142857142857,70
2021-01-13,1,0.4444140449438202,0.2054550561797753,0.038449438202247194,0.756061797752809,178
2021-01-14,0,0.16090317460317458,0.13512698412698415,0.06412698412698413,0.8007301587301587,63
2021-01-14,1,0.354333870967742,0.175,0.04855645161290322,0.776491935483871,124
2021-01-15,0,0.00016969696969697625,0.11584848484848485,0.1086060606060606,0.7755454545454545,33
2021-01-15,1,0.3901477777777777,0.18540000000000004,0.037288888888888885,0.7773444444444444,90
2021-01-16,0,0.14563456790123458,0.13439506172839505,0.08080246913580247,0.784753086419753,81
2021-01-16,1,0.4101974576271187,0.19111864406779663,0.04752542372881356,0.761322033898305,118
2021-01-17,0,0.19215,0.12224999999999998,0.06052083333333333,0.8172708333333333,48
2021-01-17,1,0.46470249999999996,0.21088333333333334,0.040624999999999994,0.7484916666666667,120
2021-01-18,0,0.26019375,0.15025000000000005,0.05175000000000001,0.7979375000000001,16
2021-01-18,1,0.3921806451612903,0.19104838709677419,0.03851612903225806,0.7704354838709676,62
2021-01-19,0,-0.009307142857142852,0.12150000000000001,0.11239285714285716,0.7659285714285713,28
2021-01-19,1,0.3622,0.17209166666666664,0.04080833333333333,0.78705,120
2021-01-21,0,0.13629705882352944,0.12932352941176473,0.07691176470588236,0.7937058823529411,34
2021-01-21,1,0.3612121621621622,0.18112162162162163,0.04462162162162163,0.7743108108108108,74
2021-01-22,0,-0.06484883720930233,0.07286046511627907,0.08846511627906978,0.8386279069767442,43
2021-01-22,1,0.34371322314049596,0.17071900826446285,0.04106611570247933,0.7882561983471075,121
2021-01-23,0,0.04332272727272727,0.11545454545454545,0.11150000000000002,0.7729545454545453,22
2021-01-23,1,0.33366417910447754,0.1754776119402985,0.051880597014925374,0.7726567164179104,67
2021-01-24,0,0.162484,0.14084,0.07876,0.78036,25
2021-01-24,1,0.46438749999999995,0.21387500000000004,0.049708333333333334,0.7363958333333334,48
2021-01-25,0,0.3019529411764706,0.1318235294117647,0.02523529411764706,0.8430000000000001,17
2021-01-25,1,0.3342739130434783,0.16657971014492756,0.043478260869565216,0.7899130434782609,69
2021-01-26,0,0.1685218181818182,0.13540000000000002,0.06581818181818182,0.798690909090909,55
2021-01-26,1,0.34567499999999995,0.17213157894736844,0.04618421052631579,0.7816447368421052,152
2021-01-27,0,0.13923846153846156,0.11,0.05141538461538461,0.8385846153846153,65
2021-01-27,1,0.351907881773399,0.1730394088669951,0.04744827586206896,0.7795024630541872,203
2021-01-28,0,0.25764117647058826,0.15661764705882353,0.05785294117647058,0.7854411764705882,34
2021-01-28,1,0.4065984962406015,0.19079699248120302,0.04341353383458647,0.7657894736842107,133
2021-01-29,0,0.2574666666666667,0.14804545454545456,0.05030303030303031,0.8016515151515152,66
2021-01-29,1,0.38791602209944753,0.18749723756906075,0.044342541436464086,0.7681160220994475,181
2021-01-30,0,0.22482839506172841,0.15095061728395065,0.05680246913580246,0.792283950617284,81
2021-01-30,1,0.38899933774834444,0.19322516556291394,0.05033774834437087,0.7563774834437086,151
2021-01-31,0,0.16256,0.13076000000000002,0.06972000000000002,0.79956,50
2021-01-31,1,0.44473300970873786,0.19804854368932043,0.03496116504854369,0.7669320388349515,103
2021-02-01,0,0.1852703125,0.146890625,0.065734375,0.7874218749999999,64
2021-02-01,1,0.3618426829268292,0.1751707317073171,0.04499390243902439,0.779829268292683,164
2021-02-02,0,0.293258024691358,0.14179012345679012,0.035469135802469125,0.8227654320987655,81
2021-02-02,1,0.38527264957264956,0.1809145299145299,0.04372649572649572,0.7753675213675214,234
2021-02-03,0,0.2830594594594595,0.14697297297297296,0.03713513513513513,0.8158918918918919,74
2021-02-03,1,0.3753766816143498,0.18237668161434978,0.043237668161434976,0.7743766816143499,223
2021-02-04,0,0.2121289156626506,0.1384698795180723,0.05360240963855423,0.8079397590361447,83
2021-02-04,1,0.41272142857142863,0.19753809523809526,0.047980952380952374,0.7544714285714286,210
2021-02-05,0,0.20260121951219515,0.1323048780487805,0.05430487804878048,0.8133780487804876,82
2021-02-05,1,0.3406710784313726,0.1698137254901961,0.04585294117647058,0.7843137254901961,204
2021-02-06,0,0.04674999999999999,0.11373529411764705,0.09385294117647058,0.7923235294117646,34
2021-02-06,1,0.41717204301075267,0.21632258064516124,0.055268817204301074,0.7283548387096773,93
2021-02-07,0,0.1400392156862745,0.11707843137254902,0.05886274509803922,0.8240392156862746,51
2021-02-07,1,0.5361868965517241,0.24855172413793103,0.04129655172413793,0.7101241379310346,145
2021-02-08,0,0.2056112903225806,0.12793548387096776,0.05312903225806452,0.8189193548387097,62
2021-02-08,1,0.36875460526315795,0.17900000000000002,0.044427631578947364,0.7765460526315789,152
2021-02-09,0,0.1438921875,0.11665625,0.057437499999999996,0.825890625,64
2021-02-09,1,0.4088964705882353,0.19954117647058822,0.048211764705882364,0.752264705882353,170
2021-02-10,0,0.12082173913043479,0.09753623188405798,0.049913043478260866,0.8525072463768116,69
2021-02-10,1,0.34842093023255816,0.17769767441860465,0.049709302325581385,0.7726220930232559,172
2021-02-11,0,0.16788837209302326,0.11604651162790698,0.05730232558139535,0.8266511627906976,86
2021-02-11,1,0.38978461538461534,0.18777884615384616,0.04851442307692308,0.763653846153846,208
2021-02-12,0,0.15862168674698796,0.12219277108433735,0.06351807228915662,0.8143012048192771,83
2021-02-12,1,0.3624021739130435,0.17844565217391303,0.044152173913043484,0.7774076086956523,184
2021-02-13,0,0.08856734693877549,0.10648979591836734,0.06546938775510204,0.8280204081632653,49
